,appearance,breakfast,service,staff,variety,price,taste,hotel
716,5,No,5,2,3,7,7,6
717,1,No,5,3,1,2,2,2
718,4,No,6,4,4,6,6,6
719,5,No,5,4,4,7,7,6
720,4,"Yes, next time not",7,5,3,5,5,5
721,4,"Yes, again",8,6,2,5,5,6
722,2,No,5,3,1,2,3,2
723,2,No,5,2,1,4,4,4
724,1,No,6,2,1,1,1,2
725,1,No,6,2,1,2,2,2
726,3,No,6,4,1,5,5,5
727,3,"Yes, next time not",7,4,2,4,4,4
728,3,No,5,3,2,5,5,4
729,4,"Yes, next time not",7,4,3,5,5,6
730,1,No,5,3,1,1,1,1
731,3,"Yes, next time not",7,4,2,4,4,5
732,4,"Yes, again",8,4,2,5,5,6
733,1,No,5,4,1,1,1,1
734,3,"Yes, again",4,9,1,5,5,4
735,2,No,5,2,1,3,3,3
736,5,"Yes, next time not",7,6,2,6,6,7
737,4,No,6,4,3,6,6,6
738,1,No,4,3,1,2,2,2
739,6,No,5,2,5,7,7,7
740,6,No,5,3,3,8,8,7
741,2,No,5,2,1,3,3,3
742,2,No,5,3,1,3,3,3
743,4,No,6,3,3,5,5,5
744,4,"Yes, again",8,6,3,5,5,6
745,1,No,6,3,1,1,1,1
746,3,No,6,2,2,5,5,5
747,1,No,5,3,1,1,1,1
748,2,No,6,4,1,3,3,3
749,4,"Yes, next time not",7,4,3,6,6,6
750,7,"Yes, next time not",7,6,5,8,8,8
751,2,No,6,2,2,3,3,3
752,4,No,6,3,5,6,6,6
753,2,No,6,2,2,4,4,4
754,1,No,5,2,1,2,2,2
755,1,No,5,4,1,2,1,1
756,3,No,6,2,1,4,4,4
757,2,No,5,3,1,3,3,3
758,1,No,6,2,1,2,2,3
759,7,"Yes, next time not",6,8,5,8,8,8
760,1,No,5,4,1,2,2,1
761,3,No,5,4,2,5,5,5
762,2,No,6,3,2,4,4,4
763,9,No,4,4,9,10,10,9
764,3,No,5,3,2,5,5,5
765,1,No,5,3,1,2,2,2
766,3,No,6,4,2,5,5,5
767,1,No,5,3,1,2,2,2
768,1,No,5,3,1,2,1,1
769,1,No,5,2,1,1,1,1
770,2,No,6,4,1,3,3,3
771,10,No,6,4,9,10,10,10
772,2,No,6,2,1,3,3,3
773,1,No,5,2,1,2,2,2
774,1,No,6,3,1,1,1,1
775,2,No,3,7,1,3,3,3
776,2,No,5,2,2,4,3,3
777,4,"Yes, next time not",5,6,3,6,6,6
778,1,No,5,2,1,1,1,2
779,3,No,5,5,2,5,5,5
780,2,No,5,4,1,3,3,3
781,5,No,6,2,3,6,6,6
782,1,No,5,2,1,2,2,2
783,4,"Yes, next time not",7,4,2,5,5,5
784,1,No,5,3,1,2,2,2
785,9,No,5,4,8,10,10,10
786,2,No,6,4,1,3,3,3
787,4,"Yes, next time not",7,4,3,6,6,6
788,3,No,5,3,2,4,4,4
789,1,No,6,2,1,2,2,2
790,2,No,5,4,1,3,3,3
791,7,"Yes, again",8,3,5,7,7,8
792,2,No,5,3,1,3,3,3
793,1,No,6,2,1,2,2,2
794,1,No,5,2,1,2,2,2
795,1,"Yes, next time not",6,4,1,2,2,2
796,1,No,5,2,1,2,2,2
797,1,No,5,5,1,1,1,1
798,1,No,5,3,1,2,2,2
799,6,No,4,4,4,7,7,7
800,9,"Yes, again",8,4,6,9,9,10
801,5,"Yes, next time not",7,4,4,7,7,7
802,1,"Yes, next time not",4,7,1,2,2,2
803,3,No,4,4,2,5,5,5
804,5,No,6,4,3,7,7,7
805,1,No,5,2,1,1,1,1
806,1,No,5,3,1,2,2,2
807,2,No,6,4,1,3,3,3
808,4,"Yes, next time not",5,6,2,5,5,5
809,7,No,5,2,7,8,8,8
810,8,"Yes, next time not",2,4,7,10,10,8
811,9,"Yes, next time not",6,4,8,9,9,9
812,3,No,5,3,2,5,5,5
813,1,No,5,3,1,2,2,2
814,2,No,5,2,1,3,3,3
815,7,No,5,4,7,8,8,8
816,3,"Yes, next time not",4,7,2,4,4,4
817,7,"Yes, next time not",7,5,5,8,8,8
818,1,No,6,3,1,1,1,1
819,1,No,5,3,1,2,2,2
820,2,No,5,3,1,3,3,3
821,7,No,5,1,6,8,8,8
822,1,No,5,4,1,2,2,2
823,4,No,6,2,2,5,5,5
824,2,No,5,3,1,3,3,3
825,5,No,5,3,5,7,7,6
826,1,"Yes, next time not",6,2,1,1,1,2
827,4,"Yes, next time not",3,6,2,6,6,5
828,1,No,6,4,1,2,2,2
829,3,No,5,2,2,5,5,5
830,3,No,6,3,2,4,4,4
831,3,No,6,4,2,4,4,4
832,1,No,4,4,1,2,2,2
833,2,No,5,2,1,3,4,3
834,1,No,5,4,1,3,3,2
835,1,No,6,2,1,1,1,1
836,5,No,6,4,7,7,7,7
837,4,"Yes, next time not",4,7,2,5,5,5
838,6,No,6,2,4,7,7,7
839,1,No,5,1,1,1,1,1
840,3,"Yes, again",8,2,2,4,4,5
841,1,No,5,3,1,2,2,2
842,1,No,5,2,1,1,1,1
843,1,No,6,2,1,1,1,1
844,7,"Yes, next time not",7,4,4,8,8,8
845,4,"Yes, next time not",6,5,4,6,6,6
846,2,No,5,3,1,3,3,3
847,1,No,4,3,1,1,1,1
848,7,"Yes, next time not",7,4,8,8,8,8
849,5,No,4,4,3,7,7,7
850,3,"Yes, again",8,2,2,4,4,5
851,7,No,6,1,9,8,8,8
852,1,No,6,2,1,1,1,1
853,1,No,6,4,1,1,1,1
854,7,No,5,4,7,8,8,8
855,2,No,6,2,1,3,3,3
856,4,No,5,3,3,6,6,6
857,8,No,6,4,5,8,9,9
858,2,No,5,3,1,3,3,3
859,4,"Yes, again",5,6,4,6,6,6
860,1,No,5,3,1,2,2,2
861,1,No,4,4,1,2,2,2
862,2,No,5,4,1,3,3,3
863,5,No,5,3,6,7,7,7
864,3,No,5,3,3,4,4,4
865,1,No,5,3,1,2,2,2
866,4,"Yes, next time not",7,4,3,5,5,6
867,2,No,5,2,1,3,3,3
868,7,No,5,3,9,8,8,8
869,1,No,4,4,1,2,1,1
870,1,No,6,4,1,1,1,1
871,1,"Yes, next time not",7,2,1,1,1,1
872,1,No,6,3,1,1,1,2
873,7,"Yes, again",4,9,6,8,8,8
874,5,"Yes, next time not",6,3,2,6,6,6
875,4,No,5,4,2,5,5,5
876,1,"Yes, next time not",1,5,1,2,2,2
877,1,No,6,4,1,1,1,1
878,2,"Yes, next time not",6,5,1,3,3,3
879,2,No,5,3,2,3,3,3
880,1,No,5,4,1,2,2,2
881,1,No,5,2,1,2,2,2
882,1,No,6,2,1,2,2,2
883,4,"Yes, next time not",7,4,5,6,6,6
884,4,No,6,4,3,6,6,6
885,3,No,5,5,2,4,4,4
886,2,No,5,3,2,3,4,3
887,5,No,5,3,3,7,7,7
888,2,No,5,2,1,3,3,3
889,3,No,6,3,2,4,4,4
890,4,No,6,3,3,6,6,6
891,3,No,6,3,2,4,4,4
892,7,"Yes, again",8,1,4,8,8,8
893,2,No,6,4,1,3,3,3
894,2,No,6,1,1,3,3,3
895,3,No,5,3,2,5,5,5
896,1,No,5,4,1,2,2,2
897,1,No,6,2,1,2,2,2
898,4,No,5,4,2,5,5,5
899,2,No,5,2,1,3,3,3
900,7,No,5,4,4,9,9,8
901,1,No,6,1,1,2,2,2
902,2,"Yes, next time not",6,3,1,3,3,3
903,4,"Yes, next time not",6,7,2,5,5,5
904,2,No,6,2,1,3,3,3
905,1,No,6,3,1,1,1,1
906,1,No,5,3,1,1,1,1
907,1,No,5,4,1,2,2,2
908,2,No,5,3,1,3,3,3
909,9,No,6,4,8,10,10,10
910,1,No,6,2,1,2,2,2
911,1,No,5,3,1,2,2,2
912,1,No,5,1,1,2,2,2
913,1,No,5,2,1,1,1,1
914,3,No,5,4,2,5,5,5
915,2,No,4,4,1,4,4,3
916,2,No,4,4,1,3,3,3
917,7,No,3,3,5,9,9,8
918,3,No,5,2,2,5,5,5
919,1,"Yes, next time not",6,3,1,2,2,3
920,5,"Yes, next time not",7,2,2,6,7,7
921,3,No,5,3,1,5,4,4
922,9,No,6,4,6,10,10,10
923,1,No,6,2,1,2,2,2
924,2,No,5,4,1,3,3,3
925,5,No,6,3,3,6,6,6
926,3,No,6,4,2,4,4,4
927,1,No,6,4,1,2,2,2
928,1,"Yes, next time not",6,3,1,2,2,3
929,5,No,6,3,4,6,6,6
930,3,No,6,2,2,4,4,4
931,3,No,5,3,2,4,5,4
932,5,"Yes, next time not",3,4,3,7,7,6
933,2,No,4,3,1,4,3,3
934,2,No,6,4,1,3,3,3
935,6,No,4,4,5,8,8,7
936,4,No,6,2,2,5,5,6
937,1,"Yes, next time not",7,3,1,2,2,2
938,2,No,6,4,1,3,3,3
939,1,No,5,2,1,1,1,1
940,2,No,4,3,1,4,3,3
941,1,No,5,3,1,2,2,2
942,5,No,5,2,6,7,7,7
943,6,No,3,5,9,7,8,7
944,3,No,5,2,2,4,5,4
945,7,No,6,2,4,8,8,8
946,2,No,5,4,2,3,3,3
947,2,"Yes, next time not",7,2,1,3,3,3
948,3,No,5,3,2,4,4,4
949,2,No,5,2,1,3,3,3
950,3,"Yes, next time not",6,4,2,4,4,4
951,1,No,6,2,1,2,2,2
952,5,No,6,4,3,6,6,6
953,4,"Yes, next time not",6,5,2,5,5,5
954,5,No,6,4,3,6,6,6
955,1,No,5,3,1,1,2,2
956,1,No,6,3,1,1,1,2
957,2,No,5,3,1,3,3,2
958,2,No,5,2,2,4,4,4
959,4,No,6,2,3,6,6,6
960,4,"Yes, next time not",4,7,3,6,6,5
961,7,No,5,2,5,8,8,8
962,4,No,5,5,3,6,6,6
963,1,No,5,4,1,2,2,2
964,3,No,5,3,2,4,4,4
965,1,No,5,4,1,2,2,2
966,3,No,5,4,2,5,5,4
967,9,No,6,4,6,10,10,10
968,1,No,4,3,1,2,2,2
969,1,No,4,3,1,2,1,1
970,5,No,5,4,3,7,7,6
971,2,No,5,4,1,3,3,3
972,1,No,5,4,1,2,2,2
973,3,No,5,3,1,5,5,4
974,4,"Yes, again",3,5,3,5,6,5
975,2,No,6,4,1,3,3,3
976,1,No,5,2,1,2,2,2
977,6,No,6,2,5,7,7,7
978,5,No,5,2,5,6,6,6
979,2,No,6,3,1,3,3,3
980,7,No,5,3,6,8,8,8
981,5,"Yes, next time not",4,6,3,7,7,6
982,7,"Yes, next time not",7,4,5,8,8,8
983,4,No,4,3,2,6,6,6
984,2,No,6,2,1,3,3,3
985,2,No,6,4,1,3,3,4
986,1,No,5,3,1,1,1,1
987,1,No,4,4,1,2,2,2
988,1,No,6,2,1,2,2,2
989,1,No,6,2,1,2,2,2
990,4,No,6,3,4,6,6,6
991,2,"Yes, next time not",4,6,1,4,4,3
992,2,No,5,3,1,3,3,3
993,1,No,6,2,1,1,1,1
994,9,No,6,3,9,10,9,10
995,3,No,5,3,1,4,4,4
996,2,No,5,2,1,4,3,4
997,7,No,5,3,8,8,8,8
998,5,No,5,2,3,7,7,7
999,4,No,5,4,2,5,5,5
1000,4,No,6,2,3,6,6,6
1001,3,No,5,3,2,4,5,4
1002,2,"Yes, next time not",7,4,1,3,3,3
1003,4,No,6,2,3,6,6,6
1004,1,No,5,3,1,2,3,2
1005,2,No,5,3,1,3,3,3
1006,3,"Yes, again",9,7,2,4,4,5
1007,1,No,5,2,1,1,1,1
1008,1,No,4,4,1,2,2,2
1009,1,No,5,1,1,2,2,2
1010,7,"Yes, again",8,5,3,7,7,8
1011,7,No,6,2,5,8,8,8
1012,5,No,5,4,3,7,6,6
1013,3,No,5,3,2,4,4,4
1014,7,"Yes, next time not",3,8,4,8,8,7
1015,4,"Yes, again",7,3,2,5,5,6
1016,7,"Yes, next time not",8,4,5,7,7,8
1017,4,"Yes, next time not",8,4,3,5,6,6
1018,3,No,5,4,2,5,5,5
1019,2,No,5,3,1,4,3,3
1020,1,No,6,4,1,2,2,2
1021,7,No,5,3,6,8,8,8
1022,8,No,5,2,7,9,9,8
1023,1,No,6,3,1,1,1,1
1024,1,No,5,3,1,2,2,2
1025,1,No,6,2,1,2,2,2
1026,2,"Yes, next time not",6,4,1,3,3,3
1027,2,No,5,3,1,3,3,3
1028,4,No,5,2,3,5,6,5
1029,1,No,5,3,1,2,2,2
1030,1,No,4,4,1,2,2,2
1031,6,No,6,4,4,7,7,7
1032,4,"Yes, next time not",7,7,2,5,5,5
1033,2,No,5,4,1,4,4,3
1034,5,No,5,2,4,7,7,7
1035,3,"Yes, next time not",7,5,2,5,5,5
1036,5,"Yes, next time not",3,7,3,6,7,6
1037,2,"Yes, again",8,4,1,2,2,3
1038,3,No,5,3,2,4,4,4
1039,1,No,6,4,1,1,1,1
1040,2,No,5,2,2,4,4,4
1041,4,"Yes, next time not",7,4,5,6,6,6
1042,1,No,5,3,1,1,1,1
1043,1,No,5,4,1,1,1,1
1044,1,No,5,2,1,2,2,2
1045,4,No,5,1,2,5,6,5
1046,4,No,6,2,3,6,6,6
1047,4,No,6,4,3,6,6,6
1048,1,No,5,3,1,2,2,2
1049,2,No,5,2,1,3,3,3
1050,1,No,5,2,1,1,1,1
1051,5,No,5,4,5,7,7,7
1052,2,No,6,2,1,3,3,3
1053,3,"Yes, next time not",4,6,1,4,4,4
1054,2,No,5,2,1,4,4,4
1055,7,No,5,3,6,8,8,8
1056,7,"Yes, next time not",7,3,7,8,8,8
1057,3,"Yes, next time not",3,8,1,5,5,5
1058,3,No,4,2,2,4,5,4
1059,1,No,5,3,1,2,2,2
1060,1,No,5,2,1,1,1,1
1061,5,No,6,2,3,7,7,7
1062,3,No,5,2,2,4,4,4
1063,7,No,6,3,7,8,8,8
1064,3,No,5,2,2,5,5,4
1065,3,No,5,3,2,5,5,5
1066,1,No,6,1,1,1,2,2
1067,6,"Yes, again",8,4,3,7,7,8
1068,4,"Yes, next time not",2,5,3,6,6,5
1069,1,No,5,3,1,2,2,2
1070,2,No,5,4,1,3,3,3
1071,7,No,6,2,8,8,8,8
1072,2,"Yes, next time not",6,6,1,4,4,4
1073,7,No,5,2,6,8,8,8
1074,3,"Yes, again",8,3,1,4,4,5
1075,5,No,5,3,4,6,6,6
1076,1,No,5,3,1,1,1,1
1077,3,No,5,3,2,4,4,4
1078,1,No,6,3,1,2,2,2
1079,1,No,5,2,1,2,2,2
1080,9,"Yes, again",8,5,7,9,9,10
1081,1,No,6,3,1,1,1,1
1082,1,No,4,3,1,1,1,1
1083,5,No,6,4,3,6,6,6
1084,4,No,4,4,3,6,6,6
1085,1,No,4,3,1,2,2,2
1086,5,No,5,2,3,6,6,6
1087,5,No,6,3,6,7,7,7
1088,1,No,6,2,1,2,2,2
1089,4,"Yes, again",7,5,2,5,5,5
1090,5,"Yes, next time not",7,2,3,7,7,7
1091,1,No,5,2,1,2,2,2
1092,2,No,6,4,1,3,3,4
1093,2,"Yes, again",8,4,1,3,3,3
1094,7,No,5,3,4,8,8,8
1095,7,No,5,4,6,8,8,8
1096,3,"Yes, next time not",4,8,2,4,5,4
1097,2,"Yes, next time not",4,9,1,4,4,4
1098,3,"Yes, next time not",5,6,2,4,4,4
1099,1,No,6,4,1,2,2,2
1100,2,No,4,4,1,4,4,3
1101,1,No,5,2,1,2,2,2
1102,1,No,5,2,1,1,1,1
1103,1,No,5,2,1,1,1,2
1104,2,No,5,3,1,3,3,3
1105,6,No,5,2,7,8,8,7
1106,1,No,6,1,1,2,2,3
1107,2,No,6,3,1,3,3,3
1108,4,No,6,2,2,5,5,5
1109,3,No,5,2,2,4,4,4
1110,1,No,6,2,1,1,1,1
1111,3,No,5,2,2,4,5,5
1112,4,"Yes, next time not",4,8,2,5,5,5
1113,7,"Yes, next time not",7,7,4,8,8,8
1114,1,No,5,3,1,2,2,2
1115,5,"Yes, next time not",4,9,2,7,7,6
1116,4,"Yes, next time not",5,6,3,6,6,6
1117,4,No,6,4,3,6,6,6
1118,1,No,6,3,1,1,1,1
1119,3,No,6,4,2,4,4,4
1120,1,No,5,2,1,1,1,1
1121,6,No,5,3,6,7,7,7
1122,7,"Yes, next time not",7,4,7,8,7,8
1123,3,No,6,4,2,4,4,4
1124,1,No,5,2,1,2,2,2
1125,2,No,5,2,1,3,3,3
1126,3,No,5,3,2,4,4,4
1127,1,No,5,2,1,2,2,2
1128,2,No,6,2,1,3,3,3
1129,1,"Yes, next time not",7,4,1,2,2,2
1130,4,"Yes, next time not",6,8,2,5,5,5
1131,9,No,6,3,9,10,10,10
1132,2,No,5,4,1,3,3,3
1133,4,No,5,3,3,6,6,6
1134,1,No,5,4,1,2,2,2
1135,3,"Yes, again",5,9,1,4,4,4
1136,2,No,5,3,1,3,3,3
1137,4,No,6,3,3,6,6,6
1138,3,No,5,3,2,4,5,4
1139,1,No,5,4,1,1,1,1
1140,1,No,6,4,1,2,2,2
1141,3,No,5,3,2,4,4,4
1142,4,"Yes, next time not",7,5,2,6,6,6
1143,3,No,4,4,2,4,5,4
1144,1,No,6,3,1,2,2,2
1145,5,"Yes, next time not",3,7,3,7,7,6
1146,4,"Yes, next time not",2,8,3,6,6,5
1147,3,"Yes, next time not",6,8,1,4,4,4
1148,5,No,5,4,4,6,6,6
1149,2,No,4,2,1,3,3,3
1150,4,"Yes, next time not",6,4,2,6,6,6
1151,4,"Yes, again",7,3,2,6,5,6
1152,5,No,5,4,4,6,7,6
1153,1,No,5,3,1,1,1,1
1154,7,No,5,4,4,8,8,8
1155,1,No,6,3,1,2,2,2
1156,1,No,5,3,1,2,2,2
1157,3,No,5,4,2,4,4,4
1158,1,No,5,3,1,1,1,1
1159,8,No,5,2,6,8,8,8
1160,5,No,5,2,3,6,6,6
1161,1,No,5,2,1,2,2,2
1162,2,No,6,4,1,3,3,3
1163,2,No,4,4,2,3,3,3
1164,1,No,4,4,1,1,1,1
1165,3,No,5,2,2,5,5,5
1166,4,"Yes, next time not",6,4,3,6,6,6
1167,2,"Yes, next time not",7,3,1,3,3,3
1168,5,No,5,4,4,7,7,7
1169,4,"Yes, next time not",7,4,2,6,6,6
1170,1,No,5,4,1,2,2,2
1171,4,No,5,3,5,6,6,6
1172,3,No,6,4,2,4,4,4
1173,1,No,6,3,1,1,1,1
1174,1,No,5,3,1,2,2,2
1175,2,No,5,4,1,3,3,3
1176,1,No,6,2,1,2,2,2
1177,1,No,6,2,1,1,1,1
1178,2,No,6,3,1,3,3,3
1179,3,"Yes, next time not",7,4,1,4,4,5
1180,1,No,5,2,1,1,1,1
1181,2,No,5,3,1,3,3,3
1182,2,No,6,4,1,3,3,3
1183,8,No,6,4,8,9,9,9
1184,3,No,6,3,2,5,5,5
1185,2,"Yes, next time not",7,6,1,3,3,3
1186,4,"Yes, next time not",6,8,2,5,5,5
1187,2,No,5,2,1,3,3,3
1188,4,"Yes, again",8,2,3,6,5,6
1189,3,No,6,4,2,5,5,5
1190,4,No,6,4,4,6,6,6
1191,3,No,5,2,2,4,5,4
1192,1,No,4,4,1,2,2,1
1193,5,No,5,3,4,6,6,6
1194,1,No,5,2,1,2,2,2
1195,5,No,6,4,4,7,7,7
1196,3,No,5,4,1,4,4,4
1197,1,No,5,3,1,2,2,2
1198,7,"Yes, next time not",7,4,6,8,8,8
1199,5,No,5,2,4,7,7,7
1200,5,"Yes, next time not",6,2,5,7,7,7
1201,2,No,4,4,2,4,4,4
1202,1,No,5,4,1,2,2,2
1203,1,No,6,3,1,1,1,2
1204,2,No,5,3,1,3,3,3
1205,1,No,5,3,1,1,1,1
1206,1,No,6,3,1,2,2,2
1207,3,"Yes, again",8,2,1,4,4,5
1208,6,No,5,2,4,8,8,7
1209,1,No,6,4,1,2,2,2
1210,1,No,6,4,1,2,2,2
1211,1,No,5,4,1,1,1,1
1212,1,No,5,3,1,2,2,2
1213,1,No,6,3,1,2,2,2
1214,5,No,5,2,4,7,7,7
1215,5,No,6,4,5,7,7,7
1216,2,No,5,2,1,3,3,3
1217,3,No,4,3,2,5,5,4
1218,4,No,5,3,3,6,6,6
1219,4,"Yes, next time not",7,4,2,6,6,6
1220,1,No,5,2,1,1,1,1
1221,3,"Yes, again",7,3,2,4,4,5
1222,1,No,6,2,1,2,2,2
1223,1,No,4,2,1,2,2,1
1224,4,No,4,4,5,6,6,6
1225,5,No,6,2,4,6,6,6
1226,1,No,6,4,1,2,2,2
1227,2,No,6,1,1,3,3,3
1228,10,"Yes, next time not",7,3,8,10,10,10
1229,1,No,5,3,1,1,1,1
1230,1,"Yes, next time not",4,6,1,2,2,2
1231,2,No,5,4,2,3,3,3
1232,3,No,5,3,2,4,4,4
1233,7,No,6,1,8,8,8,8
1234,1,"Yes, again",1,7,1,2,2,1
1235,5,No,5,4,3,6,6,6
1236,4,No,5,4,3,6,6,6
1237,1,No,5,4,1,1,1,1
1238,1,"Yes, next time not",7,4,1,1,1,2
1239,1,No,6,4,1,2,2,2
1240,1,No,6,4,1,1,1,1
1241,5,No,4,3,3,7,7,6
1242,1,No,6,2,1,2,2,2
1243,1,No,6,3,1,1,1,1
1244,1,No,5,3,1,2,2,2
1245,2,No,5,2,1,4,3,3
1246,2,No,5,2,1,3,3,3
1247,9,"Yes, next time not",6,7,9,9,9,9
1248,1,No,5,2,1,2,2,2
1249,7,"Yes, again",7,2,4,8,8,8
1250,1,No,6,4,1,2,2,2
1251,7,No,5,3,9,8,8,8
1252,4,"Yes, again",10,4,2,5,5,7
1253,2,No,5,3,1,3,3,3
1254,1,No,4,3,1,1,1,1
1255,1,No,5,3,1,1,2,1
1256,1,No,5,4,1,1,1,1
1257,2,No,6,2,1,3,3,3
1258,1,No,5,4,1,1,1,1
1259,7,No,5,3,7,8,8,8
1260,4,"Yes, next time not",4,8,3,6,6,5
1261,1,No,6,3,1,2,2,2
1262,2,No,5,2,1,3,3,3
1263,2,No,4,3,1,3,3,3
1264,2,"Yes, next time not",7,6,1,3,3,3
1265,1,No,5,4,1,3,2,2
1266,2,No,5,2,1,3,4,4
1267,1,No,5,2,1,2,2,2
1268,4,No,6,3,3,6,6,6
1269,5,No,5,3,4,7,7,7
1270,3,No,5,3,2,4,4,4
1271,2,No,4,3,1,3,3,3
1272,3,"Yes, again",3,9,2,5,5,4
1273,3,No,5,3,2,5,5,5
1274,1,"Yes, next time not",7,4,1,1,1,1
1275,3,No,6,2,2,4,4,4
1276,4,"Yes, again",9,4,1,6,5,7
1277,3,No,5,4,2,4,4,4
1278,1,No,5,4,1,2,2,2
1279,3,No,6,3,2,4,4,4
1280,2,No,5,3,1,3,3,3
1281,1,No,5,3,1,1,1,1
1282,1,No,5,2,1,2,2,2
1283,2,No,6,3,1,3,3,3
1284,4,"Yes, again",8,4,3,5,5,6
1285,3,No,4,5,2,5,5,5
1286,2,No,5,4,1,3,3,3
1287,1,No,6,3,1,1,1,1
1288,1,No,4,4,1,2,2,2
1289,1,"Yes, next time not",6,3,1,2,2,3
1290,3,No,6,4,2,5,5,5
1291,3,No,6,3,2,4,4,4
1292,3,No,5,4,2,5,5,5
1293,3,No,3,4,2,5,5,4
1294,5,No,6,3,3,6,6,6
1295,2,"Yes, next time not",6,9,2,4,3,4
1296,1,No,6,4,1,2,2,2
1297,3,No,5,4,1,4,5,4
1298,1,No,5,4,1,2,2,2
1299,3,"Yes, next time not",7,2,2,5,5,5
1300,2,No,5,3,1,3,3,3
1301,4,No,5,3,2,5,5,5
1302,1,No,5,2,1,1,1,1
1303,2,No,6,2,1,4,4,4
1304,4,No,4,6,3,6,6,6
1305,4,No,5,3,3,6,6,6
1306,5,No,5,4,3,7,7,7
1307,7,"Yes, next time not",7,4,3,8,7,8
1308,4,No,6,3,5,6,6,6
1309,1,No,6,4,1,2,2,2
1310,1,"Yes, again",9,5,1,1,1,2
1311,4,No,5,4,4,6,6,6
1312,7,No,6,3,6,8,8,8
1313,3,"Yes, again",7,5,1,4,4,4
1314,4,No,6,3,3,6,6,6
1315,1,No,5,2,1,1,1,1
1316,1,"Yes, next time not",6,4,1,2,2,2
1317,4,"Yes, again",1,6,2,6,6,5
1318,1,No,6,4,1,1,1,1
1319,1,No,5,3,1,1,1,1
1320,1,No,5,3,1,1,1,1
1321,1,No,5,2,1,1,1,1
1322,3,No,5,4,2,4,4,4
1323,5,No,6,3,3,6,6,6
1324,4,No,6,4,3,6,6,6
1325,4,"Yes, next time not",5,7,2,5,5,5
1326,1,No,6,2,1,2,2,2
1327,6,No,5,3,5,7,8,7
1328,3,No,5,3,2,4,4,4
1329,5,No,5,2,3,6,6,6
1330,2,"Yes, next time not",6,4,1,3,3,3
1331,1,No,6,3,1,1,1,1
1332,1,No,5,4,1,2,2,2
1333,2,No,6,1,2,3,3,3
1334,1,No,5,2,1,1,1,2
1335,4,No,4,6,4,6,6,6
1336,1,No,5,4,1,2,2,2
1337,1,No,5,3,1,2,2,1
1338,2,No,5,2,2,3,3,3
1339,5,No,5,3,10,7,7,7
1340,1,No,5,3,1,1,1,1
1341,6,No,4,4,3,7,7,7
1342,1,No,5,2,1,2,2,2
1343,4,No,6,4,3,6,6,6
1344,7,"Yes, next time not",6,3,5,8,8,8
1345,1,No,5,2,1,2,2,2
1346,5,No,5,3,4,6,6,6
1347,2,No,5,4,1,4,4,3
1348,4,No,5,2,2,6,6,6
1349,1,No,6,2,1,2,2,2
1350,3,"Yes, next time not",7,6,1,4,4,4
1351,4,No,4,6,3,6,6,6
1352,3,No,5,3,2,4,5,4
1353,1,No,6,2,1,2,2,2
1354,3,No,5,4,2,5,5,5
1355,1,No,5,2,1,1,1,1
1356,5,No,6,4,3,6,6,7
1357,4,No,4,4,2,6,6,6
1358,6,No,5,4,7,8,8,7
1359,3,No,6,3,1,4,4,4
1360,2,No,5,3,1,3,3,3
1361,2,No,5,1,1,3,3,3
1362,3,No,6,3,2,5,5,5
1363,1,No,5,3,1,2,2,2
1364,1,No,5,2,1,2,2,2
1365,3,No,5,2,2,4,4,4
1366,1,"Yes, next time not",6,2,1,1,1,2
1367,1,No,5,2,1,1,1,1
1368,5,No,5,1,3,6,6,6
1369,3,No,5,3,2,4,4,4
1370,4,"Yes, next time not",3,6,3,6,6,5
1371,4,No,5,4,5,6,6,6
1372,1,No,5,2,1,1,1,1
1373,1,No,6,3,1,1,1,1
1374,1,No,5,2,1,2,2,2
1375,1,No,6,2,1,2,2,2
1376,1,"Yes, next time not",6,5,1,1,1,1
1377,1,No,5,2,1,3,3,2
1378,4,"Yes, next time not",8,5,2,5,5,6
1379,7,"Yes, next time not",2,7,5,8,8,7
1380,1,No,6,2,1,1,1,2
1381,3,No,6,4,2,4,4,4
1382,1,No,5,3,1,2,2,2
1383,1,No,5,3,1,1,1,1
1384,3,"Yes, next time not",2,8,1,5,5,4
1385,3,No,5,3,3,5,5,4
1386,6,No,5,1,6,7,7,7
1387,5,"Yes, again",7,4,3,6,6,7
1388,1,No,5,2,1,2,2,2
1389,4,No,5,3,3,6,6,6
1390,1,No,5,2,1,1,1,1
1391,2,No,5,3,1,3,3,3
1392,1,No,6,2,1,1,1,2
1393,7,"Yes, next time not",3,8,4,8,8,7
1394,4,No,6,3,2,5,5,5
1395,2,No,5,3,1,3,3,3
1396,2,No,5,3,2,3,3,3
1397,5,"Yes, next time not",6,3,3,6,6,6
1398,4,"Yes, again",8,4,2,5,5,6
1399,1,No,6,3,1,1,2,2
1400,1,No,6,4,1,2,2,2
1401,4,"Yes, again",8,4,2,5,5,6
1402,1,No,5,4,1,2,2,2
1403,5,No,6,4,3,7,7,7
1404,1,No,5,4,1,2,2,2
1405,4,No,6,2,3,6,6,6
1406,9,"Yes, again",8,4,6,9,9,10
1407,3,"Yes, next time not",7,4,2,4,4,4
1408,4,No,5,4,3,6,6,5
1409,5,"Yes, next time not",5,8,3,6,7,6
1410,1,No,6,2,1,2,2,2
1411,1,No,5,3,1,2,2,2
1412,2,No,5,2,1,3,3,3
1413,1,No,6,3,1,1,1,1
1414,5,No,5,3,4,6,6,6
